FECHA;GERENCIA;NOMBREGERENCIA;CS;CENTRO;TOTALENFERMEDAD;TASAx100;x_geo;y_geo;zbs_geo;Column 11;Posición;MUNICIPIO
2020-03-01;1701;Gerencia de Ávila;170107;C.S. AVILA SUR OESTE;0;0.0;-4.7146621;40.6360601;AVILA SUR-OESTE;;40.6360601,-4.7146621;AVILA
2020-03-01;1701;Gerencia de Ávila;170113;C.S. NAVARREDONDA GREDOS;0;0.0;-5.1468286;40.3763715;GREDOS;;40.3763715,-5.1468286;HOYOS DE MIGUEL MUÑOZ/HOYOS DEL ESPINO/NAVADIJOS/NAVARREDONDA DE GREDOS/SAN JUAN DE GREDOS/SAN MARTIN DE LA VEGA DEL ALBERCHE/GARGANTA DEL VILLAR/HOYOS DEL COLLADO/CEPEDA LA MORA/SAN MARTIN DEL PIMPOLLAR
2020-03-01;1701;Gerencia de Ávila;170114;C.S. LAS NAVAS MARQUES;0;0.0;-4.3241213;40.6144359;NAVAS DEL MARQUES, LAS;;40.6144359,-4.3241213;NAVAS DEL MARQUES (LAS)/NAVALPERAL DE PINARES/PEGUERINOS
2020-03-01;1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;0;0.0;-5.308102;40.5423616;PIEDRAHITA;;40.5423616,-5.308102;HOYORREDONDO/NAVACEPEDILLA DE CORNEJA/PASCUALCOBO/SAN BARTOLOME DE CORNEJA/SANTA MARIA DEL BERROCAL/SANTIAGO DEL COLLADO/AREVALILLO/CASAS DEL PUERTO/MARTINEZ/MESEGAR DE CORNEJA/NARRILLOS DEL ALAMO/NAVAESCURIAL/SAN MIGUEL DE CORNEJA/ZAPARDIEL DE LA CAÑADA/BECEDILLAS/BONILLA DE LA SIERRA/COLLADO DEL MIRON/DIEGO DEL CARPIO/MALPARTIDA DE CORNEJA/MIRON (EL)/PIEDRAHITA/SAN MIGUEL DE SERREZUELA/TORTOLES/VILLAFRANCA DE LA SIERRA/VILLAR DE CORNEJA
2020-03-01;1702;Gerencia de Burgos;170201;C.S. ARANDA NORTE;0;0.0;-3.6555077;41.6891216;ARANDA NORTE;;41.6891216,-3.6555077;ARANDA DE DUERO
2020-03-01;1702;Gerencia de Burgos;170204;C.S. BELORADO;0;0.0;-3.2049005;42.3861643;BELORADO;;42.3861643,-3.2049005;CASTILDELGADO/ESPINOSA DEL CAMINO/FRESNO DE RIO TIRON/IBRILLOS/MIRANDA DE EBRO/PRADOLUENGO/VILORIA DE RIOJA/BELORADO/CEREZO DE RIO TIRON/CERRATON DE JUARROS/FRESNEDA DE LA SIERRA TIRON/REDECILLA DEL CAMINO/VILLAGALIJO/VILLAMBISTIA/BASCUÑANA/FRESNEÑA/REDECILLA DEL CAMPO/SANTA CRUZ DEL VALLE URBION/TOSANTOS/VALLE DE OCA/VALMALA/VILLAFRANCA MONTES DE OCA
2020-03-01;1702;Gerencia de Burgos;170205;C.S. BRIVIESCA;0;0.0;-3.3925833;42.6158001;BRIVIESCA;;42.6158001,-3.3925833;BAÑUELOS DE BUREBA/BRIVIESCA/CANTABRANA/CARRIAS/CASCAJARES DE BUREBA/CASTIL DE PEONES/PIERNIGAS/QUINTANAELEZ/RUCANDIO/VALLARTA DE BUREBA/VID DE BUREBA (LA)/VILEÑA/ABAJAS/AGUAS CANDIDAS/AGUILAR DE BUREBA/ALCOCERO DE MOLA/BARRIOS DE BUREBA (LOS)/BERZOSA DE BUREBA/BUSTO DE BUREBA/FUENTEBUREBA/HORMAZAS (LAS)/LLANO DE BUREBA/NAVAS DE BUREBA/OÑA/PADRONES DE BUREBA/POZA DE LA SAL/PRADANOS DE BUREBA/QUINTANAVIDES/ROJAS/VILLANUEVA DE TEBA/ZUÑEDA/CARCEDO DE BUREBA/CUBO DE BUREBA/GRISALEÑA/MIRANDA DE EBRO/MIRAVECHE/QUINTANABUREBA/QUINTANILLA SAN GARCIA/REINOSO/RUBLACEDO DE ABAJO/SALAS DE BUREBA/SANTA MARIA RIVARREDONDA/SANTA OLALLA DE BUREBA
2020-03-01;1702;Gerencia de Burgos;170206;C.S. CRISTOBAL ACOSTA;0;0.0;-3.6992069;42.3440772;BURGOS CENTRO A;;42.3440772,-3.6992069;
2020-03-01;1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;0;0.0;-3.5966157;42.4521283;BURGOS RURAL NORTE;;42.4521283,-3.5966157;
2020-03-01;1702;Gerencia de Burgos;170212;C.S. GAMONAL ANTIGUA;0;0.0;-3.6191225;42.3758528;GAMONAL ANTIGUA;;42.3758528,-3.6191225;
2020-03-01;1702;Gerencia de Burgos;170217;C.S. LOS COMUNEROS;1;0.005850006;-3.6855424;42.3637215;COMUNEROS, LOS;;42.3637215,-3.6855424;BURGOS
2020-03-01;1702;Gerencia de Burgos;170218;C.S. LOS CUBOS;0;0.0;-3.742717;42.3602119;CUBOS, LOS;;42.3602119,-3.742717;BURGOS
2020-03-01;1702;Gerencia de Burgos;170219;C.S. MEDINA DE POMAR;0;0.0;-3.3979847;42.9017164;MEDINA DE POMAR;;42.9017164,-3.3979847;TRESPADERNE/MEDINA DE POMAR/MERINDAD DE CUESTA-URRIA
2020-03-01;1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;0;0.0;-3.9313677;41.7196278;ROA DE DUERO;;41.7196278,-3.9313677;CUEVA DE ROA (LA)/FUENTELISENDO/HAZA/SOTILLO DE LA RIBERA/VALDEZATE/VILLATUELDA/ANGUIX/FUENTECEN/PEDROSA DE DUERO/SAN MARTIN DE RUBIALES/TORTOLES DE ESGUEVA/BERLANGAS DE ROA/FUENTEMOLINOS/HORRA (LA)/HOYALES DE ROA/NAVA DE ROA/OLMEDILLO DE ROA/ROA/TERRADILLOS DE ESGUEVA/TORRESANDINO/VILLAESCUSA DE ROA
2020-03-01;1702;Gerencia de Burgos;170229;C.S. SEDANO;0;0.0;-3.7494493;42.7559832;SEDANO;;42.7559832,-3.7494493;ALTOS (LOS)/SARGENTES DE LA LORA/TUBILLA DEL AGUA/VALLE DE SEDANO/VALLE DE ZAMANZAS
2020-03-01;1702;Gerencia de Burgos;170233;C.S. VILLADIEGO;0;0.0;-4.0436158;42.5457831;VILLADIEGO;;42.5457831,-4.0436158;SASAMON/SORDILLOS/TOBAR/VILLADIEGO/VILLAMAYOR DE TREVIÑO/BASCONCILLOS DEL TOZO/GRIJALBA/HORMAZAS (LAS)/HUMADA/MANCILES/URBEL DEL CASTILLO/VILLEGAS/PEDROSA DEL PARAMO/SOTRESGUDO/SUSINOS DEL PARAMO
2020-03-01;1702;Gerencia de Burgos;170234;C.S. VALLE DE MENA;0;0.0;-3.2710544;43.1138884;VALLE DE MENA;;43.1138884,-3.2710544;VALLE DE MENA
2020-03-01;1702;Gerencia de Burgos;170235;C.S. VILLARCAYO;0;0.0;-3.5891204;42.8916432;VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA;;42.8916432,-3.5891204;VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA/MERINDAD DE VALDIVIELSO/VALLE DE MANZANEDO
2020-03-01;1703;Gerencia de León;170302;C.S. ASTORGA I;0;0.0;-6.0592017;42.472513;ASTORGA I;;42.472513,-6.0592017;ASTORGA/SAN JUSTO DE LA VEGA/VILLAOBISPO DE OTERO
2020-03-01;1703;Gerencia de León;170304;C.S. SAN EMILIANO;0;0.0;-6.03948;42.9619753;BABIA;;42.9619753,-6.03948;CABRILLANES/SAN EMILIANO/SENA DE LUNA
2020-03-01;1703;Gerencia de León;170305;C.S. BOÑAR;0;0.0;-5.3350111;42.9342676;BOÑAR;;42.9342676,-5.3350111;VALDELUGUEROS/VALDEPIELAGO/VEGAQUEMADA/PUEBLA DE LILLO/VECILLA (LA)/BOÑAR
2020-03-01;1703;Gerencia de León;170306;C.S. CISTIERNA;0;0.0;-5.074482;42.8018865;CISTIERNA;;42.8018865,-5.074482;CISTIERNA/PRADO DE LA GUZPEÑA/SABERO/ALMANZA/CEBANICO/CREMENES/PRIORO/VALDERRUEDA/ERCINA (LA)
2020-03-01;1703;Gerencia de León;170309;C.S. BAÑEZA II;0;0.0;-5.9772118;42.2458606;BAÑEZA II, LA;;42.2458606,-5.9772118;CASTRILLO DE LA VALDUERNA/CASTROCALBON/QUINTANA DEL MARCO/VALDEFUENTES DEL PARAMO/VILLAZALA/BAÑEZA (LA)/CASTROCONTRIGO/CEBRONES DEL RIO/POZUELO DEL PARAMO/QUINTANA Y CONGOSTO/SAN ESTEBAN DE NOGALES/VILLAMONTAN DE LA VALDUERNA/ALIJA DEL INFANTADO/ANTIGUA (LA)/DESTRIANA/PALACIOS DE LA VALDUERNA/REGUERAS DE ARRIBA/RIEGO DE LA VEGA/ROPERUELOS DEL PARAMO/SAN ADRIAN DEL VALLE/SAN CRISTOBAL DE LA POLANTERA/SANTA MARIA DE LA ISLA
2020-03-01;1703;Gerencia de León;170313;C.S. LA PALOMERA;0;0.0;-5.5639192;42.6100731;LEON II (LA PALOMERA);;42.6100731,-5.5639192;
2020-03-01;1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;0;0.0;-5.8615923;42.5482323;RIBERA DEL ORBIGO;;42.5482323,-5.8615923;HOSPITAL DE ORBIGO/RIELLO/VILLARES DE ORBIGO/BENAVIDES/CIMANES DEL TEJAR/LLAMAS DE LA RIBERA/QUINTANA DEL CASTILLO/TURCIA/VILLADANGOS DEL PARAMO/VILLAREJO DE ORBIGO/BUSTILLO DEL PARAMO/CARRIZO/SANTA MARINA DEL REY
2020-03-01;1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;0;0.0;-5.489176;42.278276;VALENCIA DE DON JUAN;;42.278276,-5.489176;CABREROS DEL RIO/CUBILLAS DE LOS OTEROS/MATADEON DE LOS OTEROS/MATANZA/VILLABRAZ/VILLAMAÑAN/VILLAORNATE Y CASTRO/ALGADEFE/FRESNO DE LA VEGA/PAJARES DE LOS OTEROS/SAN MILLAN DE LOS CABALLEROS/TORAL DE LOS GUZMANES/VALDEMORA/VALENCIA DE DON JUAN/VILLAMANDOS/CASTILFALE/FUENTES DE CARBAJAL/VILLADEMOR DE LA VEGA
2020-03-01;1705;Gerencia de Palencia;170501;C.S. AGUILAR DE CAMPOO;0;0.0;-4.1750585;42.7876987;AGUILAR DE CAMPOO;;42.7876987,-4.1750585;BASCONCILLOS DEL TOZO/AGUILAR DE CAMPOO/BERZOSILLA/BRAÑOSERA/POMAR DE VALDIVIA/BARRUELO DE SANTULLAN/VALLE DE VALDELUCIO
2020-03-01;1705;Gerencia de Palencia;170516;C.S. TORQUEMADA;0;0.0;-4.1999618;42.0367418;TORQUEMADA;;42.0367418,-4.1999618;CORDOVILLA LA REAL/HORNILLOS DE CERRATO/PALENZUELA/QUINTANA DEL PUENTE/TABANERA DE CERRATO/VILLAHAN/HERRERA DE VALDECAÑAS/COBOS DE CERRATO/TORQUEMADA/VILLAMEDIANA
2020-03-01;1705;Gerencia de Palencia;170517;C.S. VENTA DE BAÑOS;0;0.0;-4.4303075;41.8572175;VENTA DE BAÑOS;;41.8572175,-4.4303075;ALBA DE CERRATO/CEVICO DE LA TORRE/VERTAVILLO/HONTORIA DE CERRATO/TARIEGO DE CERRATO/VALLE DE CERRATO/VENTA DE BAÑOS/CASTRILLO DE ONIELO/CUBILLAS DE CERRATO/DUEÑAS/POBLACION DE CERRATO
2020-03-01;1705;Gerencia de Palencia;170520;C.S. VILLAMURIEL DE CERRATO;0;0.0;-4.5083248;41.9521254;VILLAMURIEL DE CERRATO;;41.9521254,-4.5083248;
2020-03-01;1706;Gerencia de Salamanca;170606;C.S. CIUDAD RODRIGO;0;0.0;-6.4762406;40.6126798;CIUDAD RODRIGO;;40.6126798,-6.4762406;CIUDAD RODRIGO/MONSAGRO/PASTORES/SAELICES EL CHICO/SANCTI-SPIRITUS/TENEBRON/ZAMARRA/CARPIO DE AZABA/ATALAYA (LA)/BODON (EL)/CASTILLEJO DE MARTIN VIEJO/ENCINA (LA)/SERRADILLA DEL ARROYO/SERRADILLA DEL LLANO
2020-03-01;1706;Gerencia de Salamanca;170607;C.S. MIGUEL ARMIJO;0;0.0;-5.6938414;40.9687413;SAN BERNARDO OESTE;;40.9687413,-5.6938414;SALAMANCA
2020-03-01;1706;Gerencia de Salamanca;170612;C.S. GARRIDO SUR;0;0.0;-5.6376245;40.9715334;GARRIDO SUR;;40.9715334,-5.6376245;SALAMANCA
2020-03-01;1706;Gerencia de Salamanca;170620;C.S. MIRANDA DEL CASTAÑAR;0;0.0;-6.0341157;40.4383859;MIRANDA DEL CASTAÑAR;;40.4383859,-6.0341157;SOTOSERRANO/GARCIBUEY/SEQUEROS/CEPEDA/HERGUIJUELA DE LA SIERRA/MADROÑAL/MIRANDA DEL CASTAÑAR/VILLANUEVA DEL CONDE
2020-03-01;1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;0;0.0;-5.4871391;41.1200652;PEDROSILLO EL RALO;;41.1200652,-5.4871391;ARCEDIANO/CAÑIZAL/ESPINO DE LA ORBADA/ORBADA (LA)/PEDROSILLO EL RALO/ALDEANUEVA DE FIGUEROA/GOMECELLO/NEGRILLA DE PALENCIA/PAJARES DE LA LAGUNA/PALENCIA DE NEGRILLA/CABEZABELLOSA DE LA CALZADA/PARADA DE RUBIALES/PITIEGUA/TARDAGUILA/VALLESA DE LA GUAREÑA/VELLES (LA)/VILLAVERDE DE GUAREÑA
2020-03-01;1706;Gerencia de Salamanca;170622;C.S. PERIURBANA NORTE;0;0.0;-5.6415859;41.0249771;PERIURBANA NORTE;;41.0249771,-5.6415859;
2020-03-01;1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;0;0.0;-5.773642;40.9106826;PERIURBANA SUR;;40.9106826,-5.773642;DOÑINOS DE SALAMANCA/GALINDO Y PERAHUY/GOLPEJAS/MIRANDA DE AZAN/ROLLAN/ARAPILES/BARBADILLO/CARRASCAL DE BARREGAS/MORILLE/MOZARBEZ/PARADA DE ARRIBA/SAN PEDRO DE ROZADOS/ALDEATEJADA/ALDEAVIEJA DE TORMES/CARBAJOSA DE LA SAGRADA/MONTERRUBIO DE LA SIERRA/PINO DE TORMES (EL)/SALAMANCA/SAN PEDRO DEL VALLE/VEGA DE TIRADOS/ZARAPICOS
2020-03-01;1706;Gerencia de Salamanca;170625;C.S. PIZARRALES-VIDAL;0;0.0;-5.6796761;40.9778179;PIZARRALES;;40.9778179,-5.6796761;SALAMANCA
2020-03-01;1706;Gerencia de Salamanca;170627;C.S. SAN JOSE;0;0.0;-5.6718137;40.9403986;SAN JOSE;;40.9403986,-5.6718137;SALAMANCA
2020-03-01;1706;Gerencia de Salamanca;170630;C.S. TAMAMES;0;0.0;-6.1158181;40.6516889;TAMAMES;;40.6516889,-6.1158181;ABUSEJO/BARBALOS/DIOS LE GUARDE/NAVARREDONDA DE LA RINCONADA/TEJEDA Y SEGOYUELA/ALDEHUELA DE YELTES/BASTIDA (LA)/NARROS DE MATALAYEGUA/PUEBLA DE YELTES/RINCONADA DE LA SIERRA (LA)/SEPULCRO-HILARIO/TAMAMES/ALBA DE YELTES/ALDEANUEVA DE LA SIERRA/BERROCAL DE HUEBRA/CERECEDA DE LA SIERRA/CILLEROS DE LA BASTIDA/MORASVERDES
2020-03-01;1706;Gerencia de Salamanca;170633;C.S. VILLORIA;0;0.0;-5.3715956;41.0345487;VILLORIA;;41.0345487,-5.3715956;CORDOVILLA/MORIÑIGO/VILLORUELA/ARABAYONA DE MOGICA/BABILAFUENTE/CANTALPINO/PEDROSO DE LA ARMUÑA (EL)
2020-03-01;1707;Gerencia de Segovia;170703;C.S. CUELLAR;0;0.0;-4.3165518;41.3472504;CUELLAR;;41.3472504,-4.3165518;CHAÑE/GOMEZSERRACIN/OLOMBRADA/PINAREJOS/SANCHONUÑO/CUELLAR/FRUMALES/SAMBOAL/SAN CRISTOBAL DE CUELLAR/FRESNEDA DE CUELLAR/VALLELADO
2020-03-01;1707;Gerencia de Segovia;170709;C.S. SEGOVIA II;0;0.0;-4.1068163;40.9420283;SEGOVIA II;;40.9420283,-4.1068163;SEGOVIA
2020-03-01;1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;0;0.0;-4.2108946;40.9408168;SEGOVIA RURAL;;40.9408168,-4.2108946;BERCIAL/BERNUY DE PORREROS/ENCINILLAS/GARCILLAN/HONTANARES DE ERESMA/MARAZOLEJA/MARAZUELA/MARTIN MIGUEL/MARUGAN/ORTIGOSA DEL MONTE/SAN CRISTOBAL DE SEGOVIA/SANGARCIA/TORRECABALLEROS/TORREIGLESIAS/VALSECA/ADRADA DE PIRON/ANAYA/ARMUÑA/ESPIRDO/HUERTOS (LOS)/JUARROS DE RIOMOROS/LASTRAS DEL POZO/LASTRILLA (LA)/LOSA (LA)/MUÑOPEDRO/NAVAS DE RIOFRIO/PALAZUELOS DE ERESMA/SANTO DOMINGO DE PIRON/TRESCASAS/ABADES/AÑE/BRIEVA/CABAÑAS DE POLENDOS/OTERO DE HERREROS/RODA DE ERESMA/SEGOVIA/VALVERDE DEL MAJANO
2020-03-01;1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;0;0.0;-3.712417;41.329873;SEPULVEDA;;41.329873,-3.712417;ALDEANUEVA DE LA SERREZUELA/GRAJERA/SEPULVEDA/URUEÑAS/ALDEONTE/BARBOLLA/BERCIMUEL/CASTROSERRACIN/CEDILLO DE LA TORRE/DURUELO/ENCINAS/MATILLA (LA)/NAVARES DE AYUSO/NAVARES DE LAS CUEVAS/PAJAREJOS/SANTA MARTA DEL CERRO/SOTILLO/VALLERUELA DE PEDRAZA/BOCEGUILLAS/CASTROSERNA DE ABAJO/CONDADO DE CASTILNOVO/FRESNO DE LA FUENTE/NAVARES DE ENMEDIO/PRADALES/VALLERUELA DE SEPULVEDA
2020-03-01;1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;0;0.0;-2.8636289;41.4257913;BERLANGA DE DUERO;;41.4257913,-2.8636289;BAYUBAS DE ABAJO/CALTOJAR/FUENTEPINILLA/QUINTANA REDONDA/RELLO/RIBA DE ESCALOTE (LA)/VALDERRODILLA/RETORTILLO DE SORIA/TAJUECO/ARENILLAS/BARCONES/BAYUBAS DE ARRIBA/BERLANGA DE DUERO
2020-03-01;1708;Gerencia de Soria;170807;C.S. GOMARA;0;0.0;-2.1536023;41.5519374;GOMARA;;41.5519374,-2.1536023;BLIECOS/CARABANTES/FUENTELMONGE/MAJAN/QUIÑONERIA/REZNOS/SERON DE NAGIMA/TORLENGUA/VILLASECA DE ARCIEL/ALMENAR DE SORIA/CAÑAMAQUE/CIHUELA/DEZA/TEJADO/TORRUBIA DE SORIA/ALMAZUL/GOMARA/VELILLA DE LOS AJOS
2020-03-01;1709;Gerencia de Valladolid Oeste;170902;C.S. ARTURO EYRIES;0;0.0;-4.7469394;41.6284171;ARTURO EYRIES;;41.6284171,-4.7469394;VALLADOLID
2020-03-01;1709;Gerencia de Valladolid Oeste;170903;C.S. CASA DEL BARCO;0;0.0;-4.733827;41.6440203;CAMPO GRANDE;;41.6440203,-4.733827;VALLADOLID
2020-03-01;1709;Gerencia de Valladolid Oeste;170907;C.S. HUERTA DEL REY;0;0.0;-4.7490241;41.6519156;HUERTA DEL REY;;41.6519156,-4.7490241;ARAUZO DE MIEL/ARAUZO DE SALCE/HUERTA DE REY/VALLADOLID/ARAUZO DE TORRE/CORUÑA DEL CONDE/BRAZACORTA
2020-03-01;1709;Gerencia de Valladolid Oeste;170914;C.S. MOTA DEL MARQUES;0;0.0;-5.2237315;41.6665615;MOTA DEL MARQUES;;41.6665615,-5.2237315;MARZALES/SAN PEDRO DE LATARCE/TIEDRA/VEGA DE VALDETRONCO/VILLALBARBA/VILLAVELLID/ADALIA/GALLEGOS DE HORNIJA/BENAFARCES/CASASOLA DE ARION/CASTROMEMBIBRE/MOTA DEL MARQUES/SAN CEBRIAN DE MAZOTE/URUEÑA/VILLARDEFRADES
2020-03-01;1709;Gerencia de Valladolid Oeste;170915;C.S. PARQUESOL;0;0.0;-4.7609774;41.6353453;PARQUESOL;;41.6353453,-4.7609774;VALLADOLID
2020-03-01;1709;Gerencia de Valladolid Oeste;170916;C.S. PISUERGA;0;0.0;-4.8403081;41.5926952;PISUERGA;;41.5926952,-4.8403081;CIGUÑUELA/ARROYO DE LA ENCOMIENDA/GERIA/SIMANCAS
2020-03-01;1709;Gerencia de Valladolid Oeste;170924;C.S. VILLAFRECHOS;0;0.0;-5.2179261;41.8799318;VILLAFRECHOS;;41.8799318,-5.2179261;BARCIAL DE LA LOMA/BOLAÑOS DE CAMPOS/PALAZUELO DE VEDIJA/TORDEHUMOS/VILLAMURIEL DE CAMPOS/CABREROS DEL MONTE/MORALES DE CAMPOS/SANTA EUFEMIA DEL ARROYO/VILLAGARCIA DE CAMPOS/VILLANUEVA DE LOS CABALLEROS/AGUILAR DE CAMPOS/POZUELO DE LA ORDEN/VILLAFRECHOS
2020-03-01;1710;Gerencia de Valladolid Este;171001;C.S. BARRIO ESPAÑA;0;0.0;-4.7052252;41.675017;BARRIO ESPAÑA;;41.675017,-4.7052252;VALLADOLID
2020-03-01;1710;Gerencia de Valladolid Este;171002;C.S. ESGUEVILLAS;0;0.0;-4.3018078;41.7366601;ESGUEVILLAS DE ESGUEVA;;41.7366601,-4.3018078;CASTROVERDE DE CERRATO/VILLAFUERTE/AMUSQUILLO/ENCINAS DE ESGUEVA/OLMOS DE ESGUEVA/PIÑA DE ESGUEVA/CANILLAS DE ESGUEVA/CASTRILLO-TEJERIEGO/ESGUEVILLAS DE ESGUEVA/FOMBELLIDA/TORRE DE ESGUEVA/VILLACO/VILLANUEVA DE LOS INFANTES
2020-03-01;1710;Gerencia de Valladolid Este;171010;C.S. CIRCULAR;0;0.0;-4.7175863;41.6487178;PLAZA CIRCULAR;;41.6487178,-4.7175863;VALLADOLID
2020-03-01;1710;Gerencia de Valladolid Este;171014;C.S. SAN PABLO;0;0.0;-4.7265359;41.6561919;SAN PABLO;;41.6561919,-4.7265359;VALLADOLID
2020-03-01;1710;Gerencia de Valladolid Este;171020;C.S. OLMEDO;0;0.0;-4.695628;41.2972206;OLMEDO;;41.2972206,-4.695628;ALMENARA DE ADAJA/HORNILLOS DE ERESMA/LLANO DE OLMEDO/ZARZA (LA)/ALCAZAREN/BOCIGAS/FUENTE-OLMEDO/PURAS/OLMEDO
2020-03-01;1710;Gerencia de Valladolid Este;171024;C.S. GAMAZO;0;0.0;-4.7262911;41.6498853;CENTRO - GAMAZO;;41.6498853,-4.7262911;VALLADOLID
2020-03-01;1710;Gerencia de Valladolid Este;171025;C.S. VALLADOLID RURAL I;0;0.0;-4.6211316;41.6733784;VALLADOLID RURAL I;;41.6733784,-4.6211316;RENEDO DE ESGUEVA/SANTOVENIA DE PISUERGA/CABEZON DE PISUERGA/CASTRONUEVO DE ESGUEVA/VILLARMENTERO DE ESGUEVA
2020-03-01;1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;0;0.0;-6.0366846;41.9912912;TERA;;41.9912912,-6.0366846;CALZADILLA DE TERA/CAMARZANA DE TERA/MELGAR DE TERA/MICERECES DE TERA/SANTIBAÑEZ DE TERA/SANTA CROYA DE TERA/VILLANUEVA DE LAS PERAS/SAN PEDRO DE CEQUE/VEGA DE TERA
2020-03-01;1711;Gerencia de Zamora;171112;C.S. SANTA ELENA;0;0.0;-5.7494898;41.4989997;DOCTOR FLEMING;;41.4989997,-5.7494898;ZAMORA
2020-03-01;1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;0;0.0;-6.1387089;41.3491736;SAYAGO;;41.3491736,-6.1387089;ARGAÑIN/FRESNO DE SAYAGO/LUELMO/MORALEJA DE SAYAGO/ROELOS DE SAYAGO/TORREGAMONES/VILLAR DEL BUEY/ALFARAZ DE SAYAGO/ALMEIDA DE SAYAGO/BERMILLO DE SAYAGO/FARIZA/FERMOSELLE/MUGA DE SAYAGO/CARBELLINO/GAMONES/MORAL DE SAYAGO/MORALINA/SALCE/VILLADEPERA/VILLARDIEGUA DE LA RIBERA
2020-03-01;1711;Gerencia de Zamora;171122;C.S. ZAMORA SUR;0;0.0;-5.7520988;41.4477098;ZAMORA SUR;;41.4477098,-5.7520988;ARCENILLAS/GEMA/MORALES DEL VINO/PERDIGON (EL)/VILLALAZAN/ZAMORA/CASASECA DE LAS CHANAS/MADRIDANOS/PERERUELA/VENIALBO/VILLARALBO/CAZURRA/ENTRALA/MORALEJA DEL VINO/SANZOLES
2020-03-02;1701;Gerencia de Ávila;170102;C.S. AREVALO;0;0.0;-4.7155883;41.0192187;AREVALO;;41.0192187,-4.7155883;AREVALO/BOHODON (EL)/CANALES/CODORNIZ/CONSTANZANA/FUENTES DE AÑO/LANGA/MONTEJO DE AREVALO/SAN CRISTOBAL DE LA VEGA/SANCHIDRIAN/SINLABAJOS/DONVIDAS/MARTIN MUÑOZ DE LA DEHESA/MARTIN MUÑOZ DE LAS POSADAS/PALACIOS DE GODA/RAPARIEGOS/TIÑOSILLOS/TOLOCIRIO/VILLANUEVA DE GOMEZ/ADANERO/ALDEASECA/CABEZAS DE ALAMBRE/DONHIERRO/DONJIMENO/ESPINOSA DE LOS CABALLEROS/GUTIERRE-MUÑOZ/NAVA DE AREVALO/ORBITA/PEDRO-RODRIGUEZ/SAN VICENTE DE AREVALO/VILLANUEVA DEL ACERAL
2020-03-02;1701;Gerencia de Ávila;170106;C.S. LANZAHITA;0;0.0;-4.8974015;40.2409102;LANZAHITA;;40.2409102,-4.8974015;LANZAHITA/MOMBELTRAN/MIJARES/PEDRO BERNARDO/GAVILANES
2020-03-02;1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;0;0.0;-5.4905478;40.334521;BARCO DE AVILA, EL;;40.334521,-5.4905478;GILBUENA/HORCAJADA (LA)/LLANOS DE TORMES (LOS)/LOSAR DEL BARCO (EL)/MEDINILLA/SAN LORENZO DE TORMES/SANTA MARIA DE LOS CABALLEROS/ZAPARDIEL DE LA RIBERA/ALDEHUELA (LA)/BARCO DE AVILA (EL)/BECEDAS/BOHOYO/GIL GARCIA/NAVA DEL BARCO/NAVALONGUILLA/NAVALPERAL DE TORMES/NAVATEJARES/NEILA DE SAN MIGUEL/PUERTO CASTILLA/SAN BARTOLOME DE BEJAR/TORMELLAS/ALDEANUEVA DE SANTA CRUZ/AVELLANEDA/CARRERA (LA)/JUNCIANA/SANTIAGO DEL TORMES/SOLANA DE AVILA/UMBRIAS
2020-03-02;1701;Gerencia de Ávila;170111;C.S. CEBREROS;0;0.0;-4.4395554;40.4517812;CEBREROS;;40.4517812,-4.4395554;HOYO DE PINARES (EL)/CEBREROS/TIEMBLO (EL)
2020-03-02;1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;0;0.0;-5.0026168;40.9224581;FONTIVEROS;;40.9224581,-5.0026168;BERNUY-ZAPARDIEL/MUÑOSANCHO/RIVILLA DE BARAJAS/CABEZAS DEL POZO/CRESPOS/FLORES DE AVILA/FUENTE EL SAUZ/GIMIALCON/CANTIVEROS/CISLA/COLLADO DE CONTRERAS/CONSTANZANA/FONTIVEROS/SALVADIOS
2020-03-02;1701;Gerencia de Ávila;170115;C.S. MADRIGAL DE LAS ALTAS TORRES;0;0.0;-5.020748;41.074037;MADRIGAL DE LAS ALTAS TORRES;;41.074037,-5.020748;BARROMAN/MORALEJA DE MATACABRAS/MAMBLAS/BERCIAL DE ZAPARDIEL/BLASCONUÑO DE MATACABRAS/CASTELLANOS DE ZAPARDIEL/HORCAJO DE LAS TORRES/MADRIGAL DE LAS ALTAS TORRES/RASUEROS/SAN ESTEBAN DE ZAPARDIEL
